Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Aqara Motion,Motion,Coordinator,Coordinator,Aqara Motion,Motion,Coordinator,Coordinator,2023-10-29 15:37:47.000000,57,0x27d7,0x0000,134.0,0x27d7,0x0000,0.0
Coordinator,Coordinator,Aqara Motion,Motion,Unknown,Unknown,,,2023-10-29 15:37:47.002207,5,0x0000,0x27d7,134.0,,,0.002207
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.266465,52,0x0000,0xe1a6,194.0,0x0000,0xe1a6,3.264258
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.270574,52,0x0000,0xe1a6,194.0,0x0000,0xe1a6,0.004109
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.276481,52,0x0000,0xe1a6,194.0,0x0000,0xe1a6,0.005907
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.280509,52,0x0000,0xe1a6,194.0,0x0000,0xe1a6,0.004028
Coordinator,Coordinator,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 15:37:50.294303,59,0x0000,0xffff,195.0,,,0.013794
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.307814,54,0x0000,0xe1a6,196.0,,,0.013511
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.311647,54,0x0000,0xe1a6,196.0,,,0.003833
Ledvance Smart+ Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 15:37:50.315783,59,0x0112,0xffff,238.0,,,0.004136
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.318315,54,0x0000,0xe1a6,196.0,,,0.002532
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.323005,54,0x0000,0xe1a6,196.0,,,0.00469
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.330059,54,0x0000,0xa706,197.0,,,0.007054
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.332141,5,0xa706,0x0000,197.0,,,0.002082
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.339679,66,0xa706,0x0000,208.0,,,0.007538
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.342174,5,0x0000,0xa706,208.0,,,0.002495
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.342969,52,0x0000,0xe1a6,198.0,,,0.000795
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.356677,52,0x0000,0xe1a6,198.0,,,0.013708
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.361957,52,0x0000,0xe1a6,198.0,,,0.00528
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.366731,52,0x0000,0xe1a6,198.0,,,0.004774
Coordinator,Coordinator,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-29 15:37:50.373569,45,0x0000,0xa706,199.0,0x0000,0xa706,0.006838
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.375363,5,0xa706,0x0000,199.0,,,0.001794
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.381146,54,0x0000,0xe1a6,200.0,0x0000,0xe1a6,0.005783
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.385134,54,0x0000,0xe1a6,200.0,0x0000,0xe1a6,0.003988
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.391109,54,0x0000,0xe1a6,200.0,0x0000,0xe1a6,0.005975
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.396821,54,0x0000,0xe1a6,200.0,0x0000,0xe1a6,0.005712
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.405008,52,0x0000,0xa706,201.0,,,0.008187
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.409519,52,0x0000,0xa706,201.0,,,0.004511
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.411533,5,0xa706,0x0000,201.0,,,0.002014
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.417066,52,0x0000,0xa706,201.0,,,0.005533
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.420628,52,0x0000,0xa706,201.0,,,0.003562
Power Plug 2,Socket,Broadcast,Broadcast,Coordinator,Coordinator,Broadcast,Broadcast,2023-10-29 15:37:50.437448,59,0xa706,0xffff,210.0,0x0000,0xfffc,0.01682
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.440655,63,0xa706,0x0000,211.0,,,0.003207
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.443054,5,0x0000,0xa706,211.0,,,0.002399
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.445706,63,0xa706,0x0000,211.0,,,0.002652
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.448105,5,0x0000,0xa706,211.0,,,0.002399
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.453469,52,0x0000,0xe1a6,202.0,0x0000,0xe1a6,0.005364
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.458958,52,0x0000,0xe1a6,202.0,0x0000,0xe1a6,0.005489
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.464111,52,0x0000,0xe1a6,202.0,0x0000,0xe1a6,0.005153
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-29 15:37:50.467803,52,0x0000,0xe1a6,202.0,0x0000,0xe1a6,0.003692
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.477358,54,0x0000,0xe1a6,203.0,,,0.009555
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.495786,54,0x0000,0xe1a6,203.0,,,0.018428
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.502101,54,0x0000,0xe1a6,203.0,,,0.006315
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.505278,54,0x0000,0xe1a6,203.0,,,0.003177
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.513057,52,0x0000,0xa706,204.0,,,0.007779
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.515063,5,0xa706,0x0000,204.0,,,0.002006
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.524304,45,0x0000,0xa706,205.0,,,0.009241
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-29 15:37:50.527161,45,0x0000,0xa706,205.0,,,0.002857
Ledvance Bulb,Bulb,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,2023-10-29 15:37:50.544869,65,0xec7f,0xffff,112.0,0xec7f,0xfffd,0.017708
Ledvance Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 15:37:50.547956,47,0xec7f,0xffff,113.0,,,0.003087
Ledvance Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-29 15:37:50.551194,64,0xec7f,0xffff,114.0,,,0.003238
Power Plug 2,Socket,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,2023-10-29 15:37:50.565965,64,0xa706,0xffff,212.0,0xec7f,0xfffd,0.014771
Coordinator,Coordinator,Broadcast,Broadcast,Ledvance Bulb,Bulb,Broadcast,Broadcast,2023-10-29 15:37:50.589542,65,0x0000,0xffff,206.0,0xec7f,0xfffd,0.023577
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2023-10-29 15:37:50.592314,93,,,240.0,,,0.002772
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-29 15:37:50.600450,57,0x0000,0xec7f,207.0,,,0.008136
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.602643,5,0xec7f,0x0000,207.0,,,0.002193
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-29 15:37:50.607638,55,0xec7f,0x0000,115.0,,,0.004995
