Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
Power Plug 1,Socket,Broadcast,Broadcast,Power Plug 1,Socket,Broadcast,Broadcast,2023-10-13 18:18:43.000000,71,0x6e5f,0xffff,12.0,0x6e5f,0xfffc,0.0
Smart Socket,Socket,Broadcast,Broadcast,Smart Socket,Socket,Broadcast,Broadcast,2023-10-13 18:18:43.448635,74,0xe694,0xffff,2.0,0xe694,0xfffc,0.448635
Philips Lamp 1,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-13 18:18:43.586199,74,0x482d,0xffff,38.0,,,0.137564
Ledvance Bulb,Bulb,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-13 18:18:45.564788,107,0x054f,0xffff,182.0,,,1.978589
Moes Bulb,Bulb,Broadcast,Broadcast,Moes Bulb,Bulb,Broadcast,Broadcast,2023-10-13 18:18:45.748905,68,0xebe5,0xffff,211.0,0xebe5,0xfffc,0.184117
Aqara Door 1,Door,Smart Socket,Socket,Aqara Door 1,Door,Coordinator,Coordinator,2023-10-13 18:18:45.789800,52,0x5db6,0xe694,222.0,0x5db6,0x0000,0.040895
Smart Socket,Socket,Aqara Door 1,Door,Unknown,Unknown,,,2023-10-13 18:18:45.791806,5,0xe694,0x5db6,222.0,,,0.002006
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:45.795575,52,0xe694,0x0000,3.0,,,0.003769
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:45.797622,5,0x0000,0xe694,3.0,,,0.002047
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.209047,52,0x0000,0xe694,113.0,,,1.411425
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.211061,5,0xe694,0x0000,113.0,,,0.002014
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.218746,63,0xe694,0x0000,4.0,,,0.007685
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.221145,5,0x0000,0xe694,4.0,,,0.002399
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 18:18:47.245541,52,0x0000,0x482d,114.0,0x0000,0x6e5f,0.024396
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.247589,5,0x482d,0x0000,114.0,,,0.002048
Philips Lamp 1,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.251880,52,0x482d,0x6e5f,39.0,,,0.004291
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.253897,5,0x6e5f,0x482d,39.0,,,0.002017
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.258561,45,0x0000,0xe694,115.0,,,0.004664
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.260354,5,0xe694,0x0000,115.0,,,0.001793
Power Plug 1,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.261804,63,0x6e5f,0x0000,13.0,,,0.00145
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.264203,5,0x0000,0x6e5f,13.0,,,0.002399
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.282872,54,0x0000,0xe694,116.0,,,0.018669
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.284942,5,0xe694,0x0000,116.0,,,0.00207
Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,2023-10-13 18:18:47.292784,66,0xe694,0x0000,5.0,0xe694,0x0000,0.007842
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.295279,5,0x0000,0xe694,5.0,,,0.002495
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 18:18:47.296313,54,0x0000,0x482d,117.0,0x0000,0x6e5f,0.001034
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.298424,5,0x482d,0x0000,117.0,,,0.002111
Philips Lamp 1,Bulb,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 18:18:47.300928,54,0x482d,0x6e5f,40.0,0x0000,0x6e5f,0.002504
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.303008,5,0x6e5f,0x482d,40.0,,,0.00208
Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,Coordinator,Coordinator,2023-10-13 18:18:47.310784,66,0x6e5f,0x0000,14.0,0x6e5f,0x0000,0.007776
Coordinator,Coordinator,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.313279,5,0x0000,0x6e5f,14.0,,,0.002495
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 18:18:47.332995,45,0x0000,0x482d,118.0,0x0000,0x6e5f,0.019716
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.334819,5,0x482d,0x0000,118.0,,,0.001824
Philips Lamp 1,Bulb,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 18:18:47.339382,45,0x482d,0x6e5f,41.0,0x0000,0x6e5f,0.004563
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.341176,5,0x6e5f,0x482d,41.0,,,0.001794
Coordinator,Coordinator,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.343266,54,0x0000,0x482d,119.0,,,0.00209
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.345377,5,0x482d,0x0000,119.0,,,0.002111
Philips Lamp 1,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.349676,54,0x482d,0x6e5f,42.0,,,0.004299
Philips Lamp 1,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.354362,54,0x482d,0x6e5f,42.0,,,0.004686
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.356441,5,0x6e5f,0x482d,42.0,,,0.002079
Coordinator,Coordinator,Smart Socket,Socket,Coordinator,Coordinator,Smart Socket,Socket,2023-10-13 18:18:47.358558,45,0x0000,0xe694,120.0,0x0000,0xe694,0.002117
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.360351,5,0xe694,0x0000,120.0,,,0.001793
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2023-10-13 18:18:47.367020,5,,,8.0,,,0.006669
Coordinator,Coordinator,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.370023,52,0x0000,0x482d,121.0,,,0.003003
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.372070,5,0x482d,0x0000,121.0,,,0.002047
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.372656,107,0xc8f0,0x0000,233.0,,,0.000586
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.375151,5,0x0000,0xc8f0,233.0,,,0.002495
Philips Lamp 1,Bulb,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-13 18:18:47.377239,52,0x482d,0x6e5f,43.0,0x0000,0xc8f0,0.002088
Power Plug 1,Socket,Power Plug 2,Socket,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-13 18:18:47.382845,52,0x6e5f,0xc8f0,16.0,0x0000,0xc8f0,0.005606
Power Plug 2,Socket,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.384852,5,0xc8f0,0x6e5f,16.0,,,0.002007
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2023-10-13 18:18:47.392813,107,,,102.0,,,0.007961
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2023-10-13 18:18:47.397844,5,,,122.0,,,0.005031
Power Plug 2,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.403199,63,0xc8f0,0x0000,234.0,,,0.005355
Coordinator,Coordinator,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.405598,5,0x0000,0xc8f0,234.0,,,0.002399
Coordinator,Coordinator,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,Socket,2023-10-13 18:18:47.412138,45,0x0000,0x482d,123.0,0x0000,0xc8f0,0.00654
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.413961,5,0x482d,0x0000,123.0,,,0.001823
Philips Lamp 1,Bulb,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 1,Socket,2023-10-13 18:18:47.415742,45,0x482d,0x6e5f,44.0,0x0000,0x6e5f,0.001781
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.417533,5,0x6e5f,0x482d,44.0,,,0.001791
Philips Lamp 1,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.419516,45,0x482d,0x6e5f,45.0,,,0.001983
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.421308,5,0x6e5f,0x482d,45.0,,,0.001792
Coordinator,Coordinator,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.422596,45,0x0000,0x482d,124.0,,,0.001288
Philips Lamp 1,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:47.424420,5,0x482d,0x0000,124.0,,,0.001824
Power Plug 1,Socket,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.424960,45,0x6e5f,0xc8f0,17.0,,,0.00054
Power Plug 2,Socket,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.426753,5,0xc8f0,0x6e5f,17.0,,,0.001793
Philips Lamp 1,Bulb,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.429707,45,0x482d,0x6e5f,46.0,,,0.002954
Power Plug 1,Socket,Philips Lamp 1,Bulb,Unknown,Unknown,,,2023-10-13 18:18:47.431489,5,0x6e5f,0x482d,46.0,,,0.001782
Power Plug 1,Socket,Power Plug 2,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.435309,45,0x6e5f,0xc8f0,18.0,,,0.00382
Power Plug 2,Socket,Power Plug 1,Socket,Unknown,Unknown,,,2023-10-13 18:18:47.437090,5,0xc8f0,0x6e5f,18.0,,,0.001781
Ledvance Z3 Plug,Socket,Broadcast,Broadcast,Unknown,Unknown,,,2023-10-13 18:18:48.710392,105,0x09ac,0xffff,206.0,,,1.273302
Aqara Button,Button,Smart Socket,Socket,Aqara Button,Button,Coordinator,Coordinator,2023-10-13 18:18:49.895677,53,0xe011,0xe694,172.0,0xe011,0x0000,1.185285
Smart Socket,Socket,Aqara Button,Button,Unknown,Unknown,,,2023-10-13 18:18:49.897727,5,0xe694,0xe011,172.0,,,0.00205
Smart Socket,Socket,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:49.901739,53,0xe694,0x0000,6.0,,,0.004012
Coordinator,Coordinator,Smart Socket,Socket,Unknown,Unknown,,,2023-10-13 18:18:49.903817,5,0x0000,0xe694,6.0,,,0.002078
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-13 18:18:49.953171,48,0x0000,0x054f,125.0,,,0.049354
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:49.955076,5,0x054f,0x0000,125.0,,,0.001905
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:49.988679,55,0x054f,0x0000,183.0,,,0.033603
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-13 18:18:49.990821,5,0x0000,0x054f,183.0,,,0.002142
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:49.999550,55,0x054f,0x0000,184.0,,,0.008729
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-13 18:18:50.001693,5,0x0000,0x054f,184.0,,,0.002143
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:50.009460,55,0x054f,0x0000,185.0,,,0.007767
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-13 18:18:50.011603,5,0x0000,0x054f,185.0,,,0.002143
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,2023-10-13 18:18:50.026551,50,0x054f,0x0000,186.0,0x054f,0x0000,0.014948
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-13 18:18:50.028534,5,0x0000,0x054f,186.0,,,0.001983
Philips Motion,Bulb,Broadcast,Broadcast,Philips Motion,Bulb,Broadcast,Broadcast,2023-10-13 18:18:50.035594,74,0xe5c4,0xffff,220.0,0xe5c4,0xfffc,0.00706
Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,2023-10-13 18:18:50.041581,52,0x054f,0x0000,187.0,0x054f,0x0000,0.005987
Coordinator,Coordinator,Ledvance Bulb,Bulb,Unknown,Unknown,,,2023-10-13 18:18:50.043628,5,0x0000,0x054f,187.0,,,0.002047
Coordinator,Coordinator,Ledvance Bulb,Bulb,Coordinator,Coordinator,Ledvance Bulb,Bulb,2023-10-13 18:18:50.047928,45,0x0000,0x054f,126.0,0x0000,0x054f,0.0043
Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,Unknown,,,2023-10-13 18:18:50.049738,5,0x054f,0x0000,126.0,,,0.00181
