Device Name,Device Type,Device Name Destination,Device Type Destination,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Time,Delta Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:07.795313000",0.03306,53,0xc31c,0x1cd8,177.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:07.802078000",0.004686,57,0x1cd8,0x0000,208.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:07.849789000",0.045504,53,0x1cd8,0x0000,209.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:09.908193000",0.43459,53,0xc31c,0x1cd8,178.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:09.914971000",0.004699,57,0x1cd8,0x0000,210.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:09.961032000",0.043855,53,0x1cd8,0x0000,211.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:15.465041000",0.638077,53,0xc31c,0x1cd8,179.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:15.471123000",0.004003,57,0x1cd8,0x0000,219.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:15.518594000",0.045264,53,0x1cd8,0x0000,220.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:16.052027000",0.134909,53,0xc31c,0x1cd8,180.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:16.057874000",0.003768,57,0x1cd8,0x0000,221.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:16.106941000",0.025236,53,0x1cd8,0x0000,222.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:21.102728000",0.423533,53,0xc31c,0x1cd8,181.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:21.108522000",0.003714,57,0x1cd8,0x0000,236.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:21.157262000",0.046534,53,0x1cd8,0x0000,237.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:29.852090000",0.814099,53,0xc31c,0x1cd8,182.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:29.858552000",0.004383,57,0x1cd8,0x0000,239.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:29.907165000",0.046407,53,0x1cd8,0x0000,240.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:42.690565000",1.785787,53,0xc31c,0x1cd8,183.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:42.696980000",0.004336,57,0x1cd8,0x0000,252.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:42.745843000",0.046656,53,0x1cd8,0x0000,253.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:51.116810000",0.187404,53,0xc31c,0x1cd8,184.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:51.123945000",0.005056,57,0x1cd8,0x0000,7.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:51.174450000",0.00342,53,0x1cd8,0x0000,8.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:51.886838000",0.434654,53,0xc31c,0x1cd8,185.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:51.894833000",0.005916,57,0x1cd8,0x0000,9.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:29:51.941765000",0.044726,53,0x1cd8,0x0000,10.0,0xc31c,0x0000
Aqara Button,Button,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:30:01.404042000",0.551859,53,0xc31c,0x1cd8,186.0,0xc31c,0x0000
Philips Lamp 1,Bulb,Coordinator,Coordinator,Aqara Button,Button,Coordinator,Coordinator,"Oct 28, 2023 13:30:01.410220000",0.004098,57,0x1cd8,0x0000,12.0,0xc31c,0x0000
