Device_ID,UP_Average Packet Length,UP_Packet Standard Variance,UP_Maximum Packet Length,UP_Minimum Packet Length,UP_Median Packet Length,UP_Kurtosis Packet Length,UP_Skew Packet Length,UP_Mad Packet Length,UP_Length,UP_Average IAT,UP_IAT Standard Variance,UP_Maximum IAT,UP_Minimum IAT,UP_Median IAT,UP_Kurtosis IAT,UP_Skew IAT,UP_Mad IAT,TOT_Average Packet Length,TOT_Packet Standard Variance,TOT_Maximum Packet Length,TOT_Minimum Packet Length,TOT_Median Packet Length,TOT_Kurtosis Packet Length,TOT_Skew Packet Length,TOT_Mad Packet Length,TOT_Length,TOT_Average IAT,TOT_IAT Standard Variance,TOT_Maximum IAT,TOT_Minimum IAT,TOT_Median IAT,TOT_Kurtosis IAT,TOT_Skew IAT,TOT_Mad IAT,DOWN_Average Packet Length,DOWN_Packet Standard Variance,DOWN_Maximum Packet Length,DOWN_Minimum Packet Length,DOWN_Median Packet Length,DOWN_Kurtosis Packet Length,DOWN_Skew Packet Length,DOWN_Mad Packet Length,DOWN_Length,DOWN_Average IAT,DOWN_IAT Standard Variance,DOWN_Maximum IAT,DOWN_Minimum IAT,DOWN_Median IAT,DOWN_Kurtosis IAT,DOWN_Skew IAT,DOWN_Mad IAT
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,71,158,130,161,0,141,659,199,108,5,271,24,0,2,304,587,12,634,195,565,603,603,141,647,247,167,191,267,201,187,188,345,624,333
0,695,43,565,695,695,320,428,56,74,203,0,185,203,203,179,149,340,143,182,130,161,220,165,400,199,15,3,265,5,1,3,120,132,4,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,695,43,565,695,695,320,428,56,74,203,0,185,203,203,179,149,340,143,182,130,161,220,165,400,199,15,3,265,5,1,3,120,132,4,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,695,43,565,695,695,320,428,56,74,203,0,185,203,203,179,149,340,143,182,130,161,220,165,400,199,15,3,265,5,1,3,120,132,4,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,695,43,565,695,695,320,428,56,74,203,0,185,203,203,179,149,340,143,182,130,161,220,165,400,199,15,3,265,5,1,3,120,132,4,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,695,43,565,695,695,320,428,56,74,203,0,185,203,203,179,149,340,143,182,130,161,220,165,400,199,15,3,265,5,1,3,120,132,4,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,840,201,714,761,840,512,372,193,149,220,294,225,206,214,305,544,363,273,314,390,161,220,175,631,345,232,14,299,125,0,3,454,712,39,670,192,586,603,669,165,511,216,218,203,302,286,187,191,400,669,360
0,840,201,714,761,840,512,372,193,149,220,294,225,206,214,305,544,363,313,392,595,161,252,224,676,433,248,13,298,125,0,2,474,726,37,697,397,832,603,669,467,816,341,235,201,300,286,187,190,422,686,358
0,840,201,714,761,840,512,372,193,149,220,294,225,206,214,305,544,363,313,392,595,161,252,224,676,433,248,13,298,125,0,2,474,726,37,697,397,832,603,669,467,816,341,235,201,300,286,187,190,422,686,358
0,840,201,714,761,840,512,372,193,149,220,294,225,206,214,305,544,363,297,395,595,161,220,224,678,432,263,40,392,456,0,3,505,749,128,691,393,832,603,669,472,817,345,251,230,407,558,187,191,454,712,436
0,800,360,714,603,840,585,316,349,199,341,669,869,206,216,428,677,684,290,391,595,161,220,220,671,432,294,49,395,456,0,3,396,668,152,691,393,832,603,669,472,817,345,251,230,407,558,187,191,454,712,436
0,702,500,650,603,702,320,428,483,74,214,0,195,214,214,179,149,340,362,689,595,161,236,173,669,752,31,253,529,456,13,245,120,279,342,813,1023,832,603,813,165,465,1023,50,577,0,558,577,577,136,153,325
0,702,500,650,603,702,320,428,483,74,214,0,195,214,214,179,149,340,154,391,279,161,0,165,746,426,15,129,441,223,13,129,120,132,240,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,702,500,650,603,702,320,428,483,74,214,0,195,214,214,179,149,340,154,391,279,161,0,165,746,426,15,129,441,223,13,129,120,132,240,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,702,500,650,603,702,320,428,483,74,214,0,195,214,214,179,149,340,231,480,279,161,236,165,474,480,0,13,0,12,13,13,120,132,0,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,859,134,714,840,859,320,428,142,74,216,0,197,216,216,179,149,340,308,357,390,161,220,163,620,405,62,7,270,19,2,5,220,483,11,672,195,565,603,695,330,367,218,83,197,273,203,188,193,136,470,340
0,859,134,714,840,859,320,428,142,74,216,0,197,216,216,179,149,340,286,337,390,161,220,181,650,373,77,69,427,343,2,6,288,574,212,672,174,565,603,695,305,383,190,100,268,454,465,188,201,271,549,511
0,859,134,714,840,859,320,428,142,74,216,0,197,216,216,179,149,340,286,337,390,161,220,181,650,373,77,69,427,343,2,6,288,574,212,672,174,565,603,695,305,383,190,100,268,454,465,188,201,271,549,511
0,859,134,714,840,859,320,428,142,74,216,0,197,216,216,179,149,340,286,337,390,161,220,181,650,373,77,69,427,343,2,6,288,574,212,672,174,565,603,695,305,383,190,100,268,454,465,188,201,271,549,511
0,859,134,714,840,859,320,428,142,74,216,0,197,216,216,179,149,340,286,337,390,161,220,181,650,373,77,69,427,343,2,6,288,574,212,672,174,565,603,695,305,383,190,100,268,454,465,188,201,271,549,511
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,262,32,167,377,267,165,474,32,0,10,0,9,10,10,120,132,0,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,503,614,595,377,283,165,745,668,15,127,443,223,10,127,120,132,243,873,748,832,722,873,165,465,752,50,378,0,365,378,378,136,153,325
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,503,614,595,377,283,165,745,668,15,127,443,223,10,127,120,132,243,873,748,832,722,873,165,465,752,50,378,0,365,378,378,136,153,325
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,503,614,595,377,283,165,745,668,15,127,443,223,10,127,120,132,243,873,748,832,722,873,165,465,752,50,378,0,365,378,378,136,153,325
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,503,614,595,377,283,165,745,668,15,127,443,223,10,127,120,132,243,873,748,832,722,873,165,465,752,50,378,0,365,378,378,136,153,325
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,262,32,167,377,267,165,474,32,0,14,0,13,14,14,120,132,0,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,0,0,0,0,0,320,428,0,0,0,0,0,0,0,179,149,0,262,32,167,377,267,165,474,32,0,14,0,13,14,14,120,132,0,0,0,0,0,0,165,465,0,0,0,0,0,0,0,136,153,0
0,809,336,714,708,840,320,372,347,99,323,457,385,224,323,179,149,508,162,313,390,161,0,221,695,359,201,21,331,220,0,2,476,736,65,638,216,586,603,603,154,651,274,218,208,340,375,187,189,459,722,382
0,809,336,714,708,840,320,372,347,99,323,457,385,224,323,179,149,508,162,313,390,161,0,221,695,359,201,21,331,220,0,2,476,736,65,638,216,586,603,603,154,651,274,218,208,340,375,187,189,459,722,382
0,809,336,714,708,840,320,372,347,99,323,457,385,224,323,179,149,508,162,313,390,161,0,221,695,359,201,21,331,220,0,2,476,736,65,638,216,586,603,603,154,651,274,218,208,340,375,187,189,459,722,382
0,859,134,714,840,859,320,428,142,74,224,0,204,224,224,179,149,340,147,332,390,161,0,231,718,375,170,3,266,15,0,2,348,614,5,631,200,586,603,603,187,688,243,201,190,265,198,187,188,387,654,331
0,859,134,714,840,859,320,428,142,74,224,0,204,224,224,179,149,340,147,332,390,161,0,231,718,375,170,3,266,15,0,2,348,614,5,631,200,586,603,603,187,688,243,201,190,265,198,187,188,387,654,331
