Packet Number,Device Name,Device Type,Source Address,Destination Address,Device Name Destination,Device Type Destination,Source Address ZigBee,Device Name ZigBee,Device Type ZigBee,Destination Address ZigBee,Device Name ZigBee Destination,Device Type ZigBee Destination,Human Command,Packet Type,Command String
1,Aqara Motion,Motion,0x27d7,0x0000,Coordinator,Coordinator,0x27d7,Aqara Motion,Motion,0x0000,Coordinator,Coordinator,1,Report Attributes (0x0a),"{'Manufacturer Code': 'Lumi United Technology, Ltd Shenzhen (0x115f)', 'Sequence Number': '202', 'Command': 'Report Attributes (0x0a)', 'Attribute': '0x0112', 'Data Type': '32-Bit Unsigned Integer (0x23)', 'Uint32': '65536 (0x00010000)'}"
2,Coordinator,Coordinator,0x0000,0x27d7,Aqara Motion,Motion,,Unknown,Unknown,,,,0,Ack,
3,Coordinator,Coordinator,0x0000,0xffff,Broadcast,Broadcast,,Unknown,Unknown,,,,0,,
4,Ledvance Smart+ Plug,Socket,0x0112,0xffff,Broadcast,Broadcast,,Unknown,Unknown,,,,0,,
5,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,,Unknown,Unknown,,,,0,,
6,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffc,Broadcast,Broadcast,0,Link Status (0x08),
7,Coordinator,Coordinator,0x0000,0x4e11,Ledvance Z3 Plug,Socket,,Unknown,Unknown,,,,0,,
8,Ledvance Z3 Plug,Socket,0x4e11,0x0000,Coordinator,Coordinator,,Unknown,Unknown,,,,0,Ack,
9,Ledvance Z3 Plug,Socket,0x4e11,0x0000,Coordinator,Coordinator,0x4e11,Ledvance Z3 Plug,Socket,0x0000,Coordinator,Coordinator,0,Route Record (0x05),
10,Coordinator,Coordinator,0x0000,0x4e11,Ledvance Z3 Plug,Socket,,Unknown,Unknown,,,,0,Ack,
11,Coordinator,Coordinator,0x0000,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffd,Broadcast,Broadcast,0,zdp,
12,Ledvance Smart+ Plug,Socket,0x0112,0xffff,Broadcast,Broadcast,,Unknown,Unknown,,,,0,,
13,Ledvance Z3 Plug,Socket,0x4e11,0x0000,Coordinator,Coordinator,0x4e11,Ledvance Z3 Plug,Socket,0x0000,Coordinator,Coordinator,0,Get Group Membership Response (0x02),"{'Sequence Number': '6', 'Command': 'Get Group Membership Response (0x02)', 'Group Capacity': '255', 'Group Count': '0'}"
14,Coordinator,Coordinator,0x0000,0x4e11,Ledvance Z3 Plug,Socket,,Unknown,Unknown,,,,0,Ack,
15,Ledvance Smart+ Plug,Socket,0x0112,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffd,Broadcast,Broadcast,0,zdp,
16,Power Plug 2,Socket,0xa706,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffd,Broadcast,Broadcast,0,zdp,
17,Coordinator,Coordinator,0x0000,0x4e11,Ledvance Z3 Plug,Socket,,Unknown,Unknown,,,,0,,
18,Ledvance Z3 Plug,Socket,0x4e11,0x0000,Coordinator,Coordinator,,Unknown,Unknown,,,,0,Ack,
19,Power Plug 2,Socket,0xa706,0xffff,Broadcast,Broadcast,,Unknown,Unknown,,,,0,,
20,Ledvance Z3 Plug,Socket,0x4e11,0xffff,Broadcast,Broadcast,,Unknown,Unknown,,,,0,,
21,Coordinator,Coordinator,0x0000,0xffff,Broadcast,Broadcast,0x4e11,Ledvance Z3 Plug,Socket,0xfffd,Broadcast,Broadcast,0,zdp,
