Device Name,Device Type,Average Packet Length,Packet Standard Variance,Average IAT,IAT Standard Variance,Sequence Number Maximum,Sequence Number Minimum,Sequence Number Average
Aqara Button,Button,80.0,0.0,0.316004,0.0,235.0,235.0,235.0
Aqara Door 1,Door,83.0,0.0,0.077295,0.0,239.0,239.0,239.0
Aqara Door 1,Door,83.0,0.0,0.121295,0.0,241.0,241.0,241.0
Aqara Door 2,Door,52.0,0.0,0.375509,0.0,162.0,162.0,162.0
Aqara Door 2,Door,52.0,0.0,0.068672,0.0,163.0,163.0,163.0
Aqara Door 2,Door,83.0,0.0,0.252847,0.0,164.0,164.0,164.0
Aqara Motion,Motion,57.0,0.0,0.183516,0.0,13.0,13.0,13.0
Aqara Motion,Motion,57.0,0.0,1.113585,0.0,14.0,14.0,14.0
Aqara Motion,Motion,57.0,0.0,2.837169,0.0,15.0,15.0,15.0
Aqara Motion,Motion,57.0,0.0,1.436677,0.0,16.0,16.0,16.0
Aqara Motion,Motion,102.0,0.0,0.351263,0.0,17.0,17.0,17.0
Aqara Motion,Motion,57.0,0.0,0.142762,0.0,21.0,21.0,21.0
Broadcast,Broadcast,74.0,0.0,0.0,0.0,97.0,97.0,97.0
Broadcast,Broadcast,74.0,0.0,1.142157,0.0,204.0,204.0,204.0
Broadcast,Broadcast,77.0,0.0,1.169897,0.0,216.0,216.0,216.0
Broadcast,Broadcast,77.0,0.0,0.004827,0.0,75.0,75.0,75.0
Broadcast,Broadcast,77.0,0.0,0.1021165,0.05009356569959858,190.0,34.0,112.0
Broadcast,Broadcast,71.0,0.0,0.066083,0.0,105.0,105.0,105.0
Broadcast,Broadcast,72.5,6.363961030678928,0.6471915,0.7441938247530008,54.0,50.0,52.0
Broadcast,Broadcast,77.0,0.0,0.401672,0.0,114.0,114.0,114.0
Broadcast,Broadcast,74.0,0.0,1.033084,0.0,104.0,104.0,104.0
Broadcast,Broadcast,74.0,0.0,1.438142,0.0,213.0,213.0,213.0
Broadcast,Broadcast,77.0,0.0,0.062738,0.0,83.0,83.0,83.0
Broadcast,Broadcast,77.0,0.0,0.5496,0.0,38.0,38.0,38.0
Broadcast,Broadcast,71.0,0.0,1.112666,0.0,109.0,109.0,109.0
Broadcast,Broadcast,68.0,0.0,1.181956,0.0,58.0,58.0,58.0
Broadcast,Broadcast,77.0,0.0,1.355113,0.0,124.0,124.0,124.0
Broadcast,Broadcast,77.0,0.0,0.580561,0.0,59.0,59.0,59.0
Broadcast,Broadcast,74.0,0.0,0.846727,0.0,112.0,112.0,112.0
Broadcast,Broadcast,74.0,0.0,0.150436,0.0,219.0,219.0,219.0
Broadcast,Broadcast,77.0,0.0,0.446071,0.0,103.0,103.0,103.0
Broadcast,Broadcast,77.0,0.0,0.245054,0.0,43.0,43.0,43.0
Broadcast,Broadcast,74.0,0.0,0.7312205,0.009540991798550148,192.0,120.0,156.0
Broadcast,Broadcast,71.0,0.0,0.638574,0.0,63.0,63.0,63.0
Broadcast,Broadcast,77.0,0.0,1.653813,0.0,63.0,63.0,63.0
Broadcast,Broadcast,77.0,0.0,0.301194,0.0,140.0,140.0,140.0
Broadcast,Broadcast,74.0,0.0,1.878674,0.0,225.0,225.0,225.0
Broadcast,Broadcast,77.0,0.0,0.809158,0.17436121853210365,230.0,108.0,169.0
Broadcast,Broadcast,75.0,1.7320508075688772,0.3402443333333333,0.20272146996392199,193.0,48.0,122.0
Broadcast,Broadcast,71.0,0.0,0.641735,0.0,67.0,67.0,67.0
Broadcast,Broadcast,77.0,0.0,0.002456,0.0,74.0,74.0,74.0
Broadcast,Broadcast,74.0,0.0,1.808426,0.0,123.0,123.0,123.0
Broadcast,Broadcast,75.5,2.1213203435596424,0.9291315,0.14534367755255131,229.0,147.0,188.0
Broadcast,Broadcast,77.0,0.0,0.580876,0.0,135.0,135.0,135.0
Broadcast,Broadcast,75.5,2.1213203435596424,0.028505999999999997,0.016426090526963498,235.0,194.0,214.5
Broadcast,Broadcast,74.0,4.242640687119285,0.6936389999999999,0.8365554054048063,139.0,56.0,97.5
Broadcast,Broadcast,71.0,0.0,1.139714,0.0,71.0,71.0,71.0
Broadcast,Broadcast,77.0,0.0,0.95349,0.0,78.0,78.0,78.0
Broadcast,Broadcast,74.0,0.0,1.728934,0.0,129.0,129.0,129.0
